,relative energy1,split,Predicted
892,0.1196,test,0.10959312
893,0.1214,test,0.104396276
894,0.12,test,0.1174998
895,0.1242,test,0.17946443
896,0.1288,train,0.13012654
897,0.328,train,0.35768968
898,0.3279,test,0.33118555
899,0.3272,test,0.27449194
900,0.3269,test,0.26965648
901,0.328,test,0.31395817
902,0.3268,train,0.32945734
903,0.3274,test,0.29878414
904,0.3309,train,0.34202257
905,0.3261,train,0.3435867
906,-0.2708,train,-0.29902586
907,-0.2658,train,-0.3014464
908,-0.2593,train,-0.2774006
909,-0.2734,train,-0.26625043
910,-0.2699,test,-0.24593765
911,-0.2666,train,-0.2687832
912,-0.2617,train,-0.2776992
913,-0.2602,train,-0.2393671
914,-0.2721,train,-0.26623982
915,-0.2648,train,-0.25846443
916,-0.2675,test,-0.2230278
917,-0.255,train,-0.26910785
918,-0.2751,test,-0.34757534
919,-0.2789,train,-0.31263846
920,-0.2764,train,-0.3085681
921,-0.2606,train,-0.2882094
922,-0.2662,test,-0.28493103
923,-0.2583,test,-0.27607095
924,-0.2741,train,-0.30011392
925,-0.2826,test,-0.31918532
926,-0.2488,train,-0.28160548
927,-0.2519,train,-0.28715253
928,-0.252,train,-0.28309608
929,-0.2723,train,-0.31376326
930,-0.2733,train,-0.31503883
931,-0.2834,train,-0.2864335
932,-0.266,train,-0.29182485
933,-0.2604,train,-0.2955972
934,-0.276,train,-0.29429102
935,-0.2731,train,-0.30423003
936,-0.2604,train,-0.26906765
937,-0.2576,train,-0.2797696
938,-0.2479,train,-0.26447204
939,-0.2695,train,-0.28045848
940,-0.2608,train,-0.2925342
941,-0.2579,train,-0.28886086
942,-0.2482,test,-0.29931414
943,-0.2681,train,-0.29026446
944,-0.2669,test,-0.30055103
945,-0.2661,train,-0.2734733
946,-0.2651,train,-0.22260135
947,-0.261,test,-0.255603
948,-0.1504,test,-0.12623483
949,-0.1502,test,-0.15395421
950,-0.1505,train,-0.16485187
951,-0.1625,train,-0.16795921
952,-0.1616,train,-0.18669441
953,-0.2744,train,-0.2632659
954,-0.2781,train,-0.28359947
955,-0.247,train,-0.2453613
956,-0.2502,train,-0.2553543
957,-0.2645,train,-0.26970956
958,-0.2561,train,-0.2637886
959,0.0047,train,-0.0102298185
960,0.0085,train,-0.076914154
961,-0.185,train,-0.18729001
962,-0.1846,train,-0.2157337
963,-0.1592,test,-0.21496466
964,-0.1653,train,-0.17123315
965,-0.2001,train,-0.19908294
966,-0.1714,test,-0.17285371
967,-0.1708,test,-0.083074085
968,-0.5195,test,-0.26341635
969,-0.2417,train,-0.2679218
970,-0.0606,train,-0.084064744
971,-0.0731,train,-0.07241187
972,-0.0651,train,-0.062996425
973,-0.0705,test,-0.16282782
974,-0.0714,train,-0.10813353
975,-0.0519,train,-0.08875251
976,-0.0565,train,-0.07342845
977,-0.0545,test,-0.07853109
978,-0.225,test,-0.06139502
979,-0.2103,train,-0.19804257
980,-0.2645,train,-0.2958708
981,-0.2608,train,-0.3038477
982,-0.2657,train,-0.2922221
983,-0.2645,test,-0.30056822
984,-0.2444,test,-0.29310745
985,-0.2549,test,-0.29639903
986,-0.2562,train,-0.28532293
987,-0.2488,train,-0.26380238
988,-0.2621,test,-0.27209613
989,-0.2737,train,-0.30797252
990,-0.2653,test,-0.2877732
991,-0.2557,train,-0.2660346
992,-0.2579,train,-0.27720633
993,-0.2665,test,-0.2721044
994,-0.2688,train,-0.2757202
995,-0.2571,train,-0.23789385
996,-0.2438,test,-0.25165254
997,-0.2581,train,-0.2798897
998,-0.1234,train,-0.13942087
999,-0.1185,train,-0.12529948
1000,-0.117,train,-0.11535599
1001,-0.1165,test,-0.081497855
1002,-0.1195,train,-0.13141719
1003,-0.1135,train,-0.12672153
1004,0.0128,train,0.0045078434
1005,0.0212,train,0.031451344
1006,0.0183,train,0.019498847
1007,0.0169,train,0.0028500836
1008,0.0289,train,0.0044313744
1009,0.0229,train,-0.0040807724
1010,0.03,train,0.029145356
1011,0.0313,test,0.03794033
1012,0.0377,train,0.00311465
1013,0.019,train,0.028244976
1014,-0.0301,train,-0.057451896
1015,-0.0363,test,-0.06854194
1016,-0.0365,train,-0.078691214
1017,-0.0353,train,-0.062667
1018,-0.0348,train,-0.05810698
1019,-0.0289,train,-0.0865318
1020,-0.0368,train,-0.055040985
1021,-0.0272,train,-0.070218354
1022,-0.0389,train,-0.059879728
1023,-0.0289,train,-0.06711158
1024,-0.0713,train,-0.11821867
1025,-0.0714,train,-0.13056937
1026,-0.0716,train,-0.12626392
1027,-0.0714,train,-0.12128279
1028,-0.0352,train,-0.070905656
1029,-0.0331,test,-0.05800394
1030,-0.0328,test,-0.06933595
1031,-0.033,test,-0.08090648
1032,-0.0327,train,-0.07917886
1033,-0.0261,train,-0.070630245
1034,-0.0315,train,-0.079069115
1035,-0.0261,train,-0.06621002
1036,-0.0257,test,-0.073412925
1037,-0.0241,train,-0.06839698
1038,-0.0229,train,-0.040538106
1039,0.0172,train,-0.010987256
1040,0.0127,train,0.023396727
1041,0.0129,test,0.020586364
1042,0.0127,train,0.0065478496
1043,0.0183,test,-0.007355118
1044,0.0185,train,0.013397941
1045,0.019,train,0.020030215
1046,0.1317,test,0.15285599
1047,0.1328,train,0.13254216
1048,0.1338,train,0.12062561
1049,0.1319,train,0.12386372
1050,0.1357,test,0.08148593
1051,0.1461,train,0.14756408
1052,0.0994,train,0.10955981
1053,0.0998,test,0.13875854
1054,0.1042,test,0.14230853
1055,0.1057,test,0.099831484
1056,0.1066,train,0.0949226
1057,0.3187,train,0.3196162
1058,0.3247,train,0.34255654
1059,0.32,train,0.32676628
1060,0.3069,train,0.3297785
1061,0.2796,train,0.2819941
1062,0.2826,test,0.21283728
1063,0.2863,train,0.32370752
1064,0.288,train,0.3246035
1065,0.2859,test,0.29436427
1066,-0.1527,train,-0.10153664
1067,-0.1513,train,-0.10166248
1068,-0.0516,train,-0.0730724
1069,-0.0525,test,-0.09394998
1070,-0.0433,test,-0.08468447
1071,0.3592,train,0.36670893
1072,0.3531,train,0.35595098
1073,0.3396,train,0.35794443
1074,0.3439,train,0.34106156
1075,0.3376,test,0.28636485
1076,0.3443,train,0.3476055
1077,0.3401,train,0.34158394
1078,0.335,train,0.3448346
1079,0.3374,test,0.28802854
1080,0.2875,test,0.12055609
1081,0.2791,train,0.34221995
1082,-0.04,train,-0.052134268
1083,-0.0397,test,-0.057740584
1084,-0.0395,train,-0.07254687
1085,-0.037,train,-0.062171653
1086,-0.0396,train,-0.06931462
1087,-0.0398,train,-0.05445587
1088,-0.0214,train,-0.06436749
1089,-0.0336,train,-0.04689026
1090,-0.0335,train,-0.04700152
1091,-0.0336,test,-0.04561107
1092,-0.0267,test,-0.03671459
1093,-0.0146,test,0.0165785
1094,-0.0133,train,-0.0030099712
1095,-0.011,train,-0.0061955936
1096,-0.0094,train,-0.0035828035
1097,-0.0025,train,-0.0063454714
1098,-0.004,train,-0.0014192816
1099,-0.005,train,-0.011783853
1100,-0.0056,train,-0.013447277
1101,-0.0015,train,0.0049961936
1102,-0.0019,train,-0.007054208
1103,0.0015,test,0.04292652
1104,0.0139,train,-0.004872136
1105,0.0241,test,0.055309024
1106,0.1893,test,0.22831628
1107,0.189,train,0.20285186
1108,0.1889,test,0.22488621
1109,0.1855,train,0.18071449
1110,0.1858,train,0.19968066
1111,0.1837,test,0.17417392
1112,0.1843,train,0.19398546
1113,0.0894,train,0.08574035
1114,0.0916,train,0.07720927
1115,0.0956,test,0.12119856
1116,0.0938,test,0.079391524
1117,0.0927,train,0.08902898
1118,0.0992,train,0.08785428
1119,0.1024,train,0.09625641
1120,0.1055,train,0.10828375
1121,0.1094,train,0.12336332
1122,0.11,train,0.11456946
1123,0.0307,train,0.0009099785
1124,0.0258,test,0.04365302
1125,0.0256,test,0.055134173
1126,0.026,train,0.0065270457
1127,0.0266,train,0.01261265
1128,0.0319,train,-0.0032708347
1129,0.0425,train,0.026191628
1130,0.0339,train,0.020241674
1131,0.0241,train,0.020972429
1132,0.0424,test,0.032031268
1133,0.0309,train,0.0046297982
1134,-0.0201,train,-0.05976338
1135,-0.0202,train,-0.060802624
1136,-0.0183,train,-0.05442395
1137,-0.02,train,-0.057179667
1138,0.0283,test,-0.0075103603
1139,0.0276,test,0.017422708
1140,0.0273,test,0.008539846
1141,0.031,train,-0.000116685405
1142,0.0347,train,0.01028038
1143,0.0345,test,0.018368624
1144,0.0363,train,0.003658576
1145,0.0373,test,0.03611689
1146,0.0922,test,0.043876395
1147,0.088,train,0.086298235
1148,0.088,train,0.09211615
1149,0.0883,test,0.11396891
1150,0.0925,test,0.057351794
1151,0.1022,train,0.084620364
1152,0.0927,train,0.105500825
1153,0.2071,train,0.21093649
1154,0.2076,train,0.19540173
1155,0.2085,test,0.21310943
1156,0.2069,train,0.1919592
1157,0.2097,test,0.22192073
1158,0.2203,train,0.2135644
1159,0.2003,test,0.22995293
1160,0.2005,train,0.21383393
1161,0.2019,train,0.21870926
1162,0.2032,train,0.21541855
1163,0.2019,train,0.19549182
1164,0.4019,train,0.42970282
1165,0.4047,test,0.37837082
1166,0.3999,train,0.41019076
1167,0.4197,test,0.31610784
1168,0.4015,train,0.4140659
1169,0.4025,train,0.39011186
1170,0.4108,train,0.39923415
1171,0.413,train,0.4442797
1172,0.4114,train,0.42582074
1173,0.4106,train,0.4296827
1174,-0.0542,train,0.008948959
1175,-0.0537,train,-0.0007562954
1176,-0.0039,train,-0.024718136
1177,-0.0041,train,-0.026738446
1178,0.0051,test,-0.03426794
1179,0.4712,train,0.46990544
1180,0.4486,train,0.4350727
1181,0.4683,test,0.4527569
1182,0.4501,train,0.4656751
1183,0.4565,train,0.47078338
1184,0.4469,train,0.45313132
1185,0.4469,train,0.42958096
1186,0.4468,train,0.43028012
1187,0.425,train,0.42912906
1188,0.4211,train,0.48366946
1189,0.421,test,0.47367766
1190,0.0192,test,-0.003146775
1191,0.0192,train,0.0067955945
1192,0.02,train,0.0142749455
1193,0.0202,train,0.018170992
1194,0.0241,train,0.017178299
1195,0.0194,train,0.00625379
1196,0.0357,train,0.017811846
1197,0.0259,train,0.022333087
1198,0.03,train,0.013699771
1199,0.0546,train,0.054355647
1200,0.0558,train,0.065288946
1201,0.0587,train,0.062475163
1202,0.0642,train,0.070222646
1203,0.0627,train,0.07085909
1204,0.0619,train,0.057542637
1205,0.0648,test,0.09282348
1206,0.0689,train,0.07128784
1207,0.0679,train,0.06913771
1208,0.0696,train,0.05633629
1209,0.0691,train,0.06703341
1210,0.0776,train,0.056022026
1211,0.0857,test,0.13082507
1212,0.2734,train,0.27544487
1213,0.269,train,0.28377143
1214,0.2685,train,0.30103752
1215,0.2672,train,0.2823762
1216,0.2649,test,0.27953595
1217,0.2277,test,0.19441238
1218,0.2295,train,0.23476532
1219,0.2302,train,0.24034661
1220,0.2292,train,0.23575184
1221,0.2288,train,0.22488669
1222,0.2291,train,0.23772508
1223,0.2312,train,0.20613158
1224,0.231,train,0.224271
1225,0.2446,train,0.24478328
1226,0.2422,test,0.20951262
1227,0.2431,train,0.25420135
1228,0.141,test,0.26121527
1229,0.1378,train,0.1105875
1230,0.1376,train,0.095416926
1231,0.1381,test,0.11146699
1232,0.1383,train,0.122134
1233,0.1384,train,0.11521816
1234,0.1386,train,0.10961597
1235,0.1412,train,0.10345659
1236,0.1462,test,0.101509176
1237,0.1471,train,0.12070909
1238,0.1462,train,0.10648189
1239,0.1463,train,0.11879797
1240,0.1414,test,0.19660527
1241,0.0748,train,0.049619302
1242,0.0743,train,0.04651971
1243,0.0753,train,0.05432833
1244,0.0816,train,0.052423798
1245,0.14,test,0.10906273
1246,0.1385,train,0.11664717
1247,0.1384,train,0.11829754
1248,0.1428,train,0.122028664
1249,0.1424,train,0.1249548
1250,0.1452,train,0.1179548
1251,0.1442,train,0.10050659
1252,0.1445,test,0.104351014
1253,0.1448,train,0.124791756
1254,0.147,train,0.13176711
1255,0.2278,train,0.2227959
1256,0.2249,train,0.22017711
1257,0.225,train,0.22331902
1258,0.2255,train,0.23797312
1259,0.2267,test,0.23583284
1260,0.2326,train,0.2294778
1261,0.2261,train,0.22304538
1262,0.3438,train,0.3820584
1263,0.3437,train,0.35628235
1264,0.345,train,0.33589536
1265,0.3417,train,0.3500516
1266,0.3436,train,0.34910563
1267,0.3532,train,0.34491295
1268,0.379,train,0.39938712
1269,0.3794,train,0.4108839
1270,0.375,train,0.35966754
1271,0.3794,train,0.41440618
1272,0.377,train,0.39854816
1273,0.3744,train,0.3709464
1274,0.5514,train,0.61096555
1275,0.5515,train,0.58499116
1276,0.5451,test,0.5120573
1277,0.6398,train,0.63180494
1278,0.6156,train,0.6279677
1279,0.616,train,0.6066478
1280,0.6219,train,0.59912604
1281,0.6251,test,0.6702779
1282,0.6231,test,0.6245956
1283,0.6243,train,0.6351586
1284,0.1222,test,0.45720184
1285,0.1319,train,0.15519214
1286,0.0862,train,0.07220365
1287,0.0862,train,0.06949653
1288,0.095,train,0.071284175
1289,0.667,test,0.72724545
1290,0.6669,train,0.65958107
1291,0.6479,train,0.64885503
1292,0.654,test,0.6152345
1293,0.6401,train,0.6335744
1294,0.6529,train,0.6961492
1295,0.6396,test,0.65786797
1296,0.6418,test,0.6103136
1297,0.6403,train,0.62759656
1298,0.6501,train,0.7268638
1299,0.665,train,0.7141583
1300,0.6501,train,0.7322425
1301,0.1291,train,0.14880043
1302,0.129,train,0.09894408
1303,0.1296,train,0.107842006
1304,0.1297,train,0.11557494
1305,0.1349,train,0.119120434
1306,0.1297,train,0.10812854
1307,0.129,test,0.11912392
1308,0.1412,test,0.1855894
1309,0.1341,train,0.13070107
1310,0.134,test,0.12024025
1311,0.1339,train,0.13113154
1312,0.1365,test,0.15063262
1313,0.1821,train,0.18092424
1314,0.1829,train,0.1694614
1315,0.1848,train,0.17728266
1316,0.1854,train,0.1736364
1317,0.1868,test,0.16667882
1318,0.1857,test,0.16529131
1319,0.1849,train,0.16886944
1320,0.1933,test,0.16581625
1321,0.1935,train,0.18462399
1322,0.1934,train,0.19123015
1323,0.1841,test,0.13882652
1324,0.193,train,0.18915424
1325,0.1927,test,0.1626519
1326,0.1976,test,0.22430989
1327,0.2034,train,0.18058118
1328,0.4175,test,0.2664566
1329,0.4136,test,0.44309193
1330,0.4135,test,0.48889723
1331,0.4134,test,0.49256343
1332,0.4109,train,0.4111484
1333,0.4093,test,0.54671663
